Player,Tm,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
555,5,1,0,11.016666666666667,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,0.767805115408609,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,8.0,10.0,9.1,39
569,1,5,1,29.833333333333332,4.0,9.0,0.444,1.0,5.0,0.2,0.0,0.0,0.767805115408609,3.0,3.0,6.0,0.0,3.0,1.0,2.0,0.0,9.0,0.0,9.0,39
493,27,19,0,27.05,3.0,9.0,0.333,0.0,3.0,0.0,3.0,4.0,0.75,3.0,4.0,7.0,1.0,1.0,2.0,1.0,0.0,9.0,-17.0,8.9,39
329,14,25,1,19.85,4.0,6.0,0.667,2.0,3.0,0.667,3.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,13.0,-1.0,8.8,39
494,14,25,1,22.066666666666666,2.0,5.0,0.4,0.0,1.0,0.0,3.0,3.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,2.0,1.0,7.0,-20.0,8.6,39
467,25,14,0,23.716666666666665,5.0,10.0,0.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,11.0,17.0,8.1,39
564,28,10,0,18.25,3.0,6.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,8.0,-4.0,8.1,39
397,18,13,0,29.616666666666667,5.0,10.0,0.5,3.0,5.0,0.6,0.0,0.0,0.767805115408609,0.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,13.0,-1.0,8.1,39
261,17,26,1,10.666666666666666,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,8.0,39
268,24,20,0,34.35,7.0,18.0,0.389,4.0,11.0,0.364,0.0,0.0,0.767805115408609,0.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,18.0,-11.0,8.0,39
491,1,5,1,35.2,3.0,6.0,0.5,1.0,4.0,0.25,0.0,0.0,0.767805115408609,1.0,4.0,5.0,2.0,1.0,0.0,0.0,1.0,7.0,19.0,7.9,39
512,28,10,0,24.833333333333332,5.0,9.0,0.556,1.0,4.0,0.25,0.0,0.0,0.767805115408609,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,11.0,-17.0,7.9,39
338,18,13,0,15.216666666666667,3.0,3.0,1.0,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,2.0,1.0,3.0,2.0,1.0,0.0,0.0,4.0,6.0,-4.0,7.6,39
321,0,22,1,14.033333333333333,2.0,5.0,0.4,2.0,3.0,0.667,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,7.0,7.6,39
97,10,28,1,14.266666666666667,3.0,4.0,0.75,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,3.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,6.0,-1.0,7.5,39
446,0,22,1,47.35,5.0,14.0,0.357,0.0,7.0,0.0,0.0,0.0,0.767805115408609,3.0,10.0,13.0,6.0,1.0,0.0,4.0,3.0,10.0,9.0,7.3,39
401,17,26,1,17.116666666666667,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.767805115408609,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,5.0,10.0,7.1,39
73,24,20,0,19.2,4.0,12.0,0.333,2.0,8.0,0.25,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,12.0,3.0,7.1,39
540,18,13,0,21.15,3.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,0.767805115408609,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,7.0,-2.0,7.0,39
60,28,10,0,24.383333333333333,3.0,12.0,0.25,1.0,6.0,0.167,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,10.0,-9.0,7.0,39
562,0,22,1,26.316666666666666,1.0,5.0,0.2,1.0,4.0,0.25,2.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,13.0,6.9,39
180,13,18,1,24.716666666666665,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,0.767805115408609,1.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,6.0,15.0,6.9,39
484,13,18,1,33.583333333333336,6.0,14.0,0.429,2.0,8.0,0.25,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,-3.0,6.8,39
442,27,19,0,16.85,3.0,4.0,0.75,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,2.0,3.0,5.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,6.6,39
192,19,27,1,9.866666666666667,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,0.767805115408609,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,6.6,39
551,19,27,1,14.266666666666667,2.0,6.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,6.0,-3.0,6.3,39
352,28,10,0,24.566666666666666,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,0.767805115408609,0.0,0.0,0.0,3.0,3.0,1.0,1.0,5.0,7.0,-16.0,6.1,39
4,10,28,1,20.05,3.0,10.0,0.3,3.0,10.0,0.3,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11.0,14.0,6.1,39
110,5,1,0,10.766666666666667,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.767805115408609,3.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,-3.0,6.1,39
21,10,28,1,30.833333333333332,2.0,8.0,0.25,0.0,0.0,0.3319796870232335,1.0,3.0,0.333,2.0,6.0,8.0,9.0,1.0,0.0,3.0,2.0,5.0,18.0,6.1,39
224,10,28,1,9.65,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,0.767805115408609,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,-5.0,6.0,39
291,19,27,1,21.483333333333334,5.0,13.0,0.385,3.0,10.0,0.3,0.0,0.0,0.767805115408609,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,13.0,-3.0,5.9,39
396,25,14,0,22.75,3.0,7.0,0.429,0.0,1.0,0.0,3.0,4.0,0.75,2.0,4.0,6.0,3.0,0.0,1.0,2.0,6.0,9.0,6.0,5.9,39
558,22,0,0,21.416666666666668,3.0,6.0,0.5,1.0,4.0,0.25,0.0,0.0,0.767805115408609,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,7.0,-3.0,5.8,39
325,26,17,0,13.516666666666667,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.767805115408609,1.0,4.0,5.0,1.0,0.0,0.0,1.0,3.0,7.0,9.0,5.8,39
405,19,27,1,16.766666666666666,1.0,4.0,0.25,0.0,0.0,0.3319796870232335,0.0,2.0,0.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,5.7,39
217,27,19,0,21.266666666666666,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.767805115408609,1.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,7.0,-15.0,5.6,39
328,20,24,1,13.466666666666667,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,0.767805115408609,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,5.5,39
298,18,13,0,28.366666666666667,5.0,12.0,0.417,2.0,8.0,0.25,0.0,0.0,0.767805115408609,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,12.0,-5.0,5.4,39
6,20,24,1,20.033333333333335,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.767805115408609,1.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,5.0,9.0,4.9,39
229,13,18,1,25.516666666666666,4.0,14.0,0.286,2.0,7.0,0.286,0.0,0.0,0.767805115408609,2.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,10.0,4.0,4.8,39
304,10,28,1,19.55,2.0,6.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,2.0,7.0,-1.0,4.8,39
574,0,22,1,29.833333333333332,5.0,11.0,0.455,1.0,4.0,0.25,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,12.0,-3.0,4.8,39
418,5,1,0,22.366666666666667,3.0,5.0,0.6,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,7.0,19.0,4.7,39
84,14,25,1,28.666666666666668,4.0,11.0,0.364,0.0,4.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,2.0,0.0,0.0,2.0,2.0,10.0,9.0,4.6,39
277,14,25,1,16.833333333333332,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,3.0,5.0,-17.0,4.5,39
57,27,19,0,32.1,4.0,11.0,0.364,2.0,5.0,0.4,4.0,7.0,0.571,0.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,14.0,-22.0,4.4,39
243,27,19,0,16.6,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,5.0,4.0,0.0,1.0,2.0,2.0,-17.0,4.2,39
263,20,24,1,13.55,1.0,5.0,0.2,0.0,4.0,0.0,2.0,4.0,0.5,1.0,5.0,6.0,1.0,1.0,2.0,1.0,3.0,4.0,-4.0,3.2,39
118,13,18,1,17.416666666666668,1.0,4.0,0.25,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,13.0,2.8,39
306,26,17,0,25.266666666666666,1.0,6.0,0.167,1.0,6.0,0.167,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,5.0,-19.0,2.7,39
503,24,20,0,20.916666666666668,1.0,5.0,0.2,1.0,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,5.0,7.0,2.7,39
160,25,14,0,14.55,2.0,2.0,1.0,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,-21.0,2.6,39
199,1,5,1,7.366666666666666,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-9.0,2.6,39
485,25,14,0,20.0,1.0,10.0,0.1,0.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,7.0,2.0,0.0,3.0,1.0,3.0,-24.0,2.5,39
9,22,0,0,22.016666666666666,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,2.2,39
433,25,14,0,12.716666666666667,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,19.0,2.1,39
520,17,26,1,11.8,0.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,-7.0,2.1,39
206,28,10,0,17.083333333333332,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,-18.0,2.0,39
290,27,19,0,4.083333333333333,1.0,3.0,0.333,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-3.0,2.0,39
522,5,1,0,6.016666666666667,0.0,1.0,0.0,0.0,0.0,0.3319796870232335,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,1.9,39
374,0,22,1,15.166666666666666,0.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,-7.0,1.9,39
395,13,18,1,13.2,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,1.9,39
281,14,25,1,11.533333333333333,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.767805115408609,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,1.9,39
40,1,5,1,15.083333333333334,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,-9.0,1.9,39
194,26,17,0,28.633333333333333,2.0,9.0,0.222,1.0,4.0,0.25,0.0,0.0,0.767805115408609,2.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,5.0,-6.0,1.8,39
83,20,24,1,21.35,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.767805115408609,1.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,3.0,-2.0,1.8,39
271,26,17,0,12.333333333333334,1.0,2.0,0.5,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,1.7,39
248,27,19,0,11.25,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,-13.0,1.3,39
267,10,28,1,7.3,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-6.0,1.3,39
24,22,0,0,5.983333333333333,1.0,1.0,1.0,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.2,39
250,22,0,0,28.5,2.0,7.0,0.286,1.0,2.0,0.5,0.0,0.0,0.767805115408609,0.0,4.0,4.0,1.0,1.0,0.0,2.0,2.0,5.0,-18.0,1.0,39
529,19,27,1,2.15,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,39
46,26,17,0,1.6666666666666665,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.6,39
131,5,1,0,26.633333333333333,3.0,10.0,0.3,2.0,8.0,0.25,0.0,0.0,0.767805115408609,0.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,8.0,-31.0,0.6,39
10,13,18,1,2.8666666666666667,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.6,39
368,26,17,0,8.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,39
20,1,5,1,6.283333333333333,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.6,39
188,27,19,0,17.566666666666666,1.0,4.0,0.25,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.5,39
136,5,1,0,20.316666666666666,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.767805115408609,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.4,39
34,19,27,1,3.6166666666666667,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,39
126,26,17,0,1.6666666666666665,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39
286,17,26,1,1.4833333333333334,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,39
35,0,22,1,0.48333333333333334,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,39
330,25,14,0,6.216666666666667,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.1,39
474,24,20,0,6.45,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-8.0,-0.1,39
366,17,26,1,1.4833333333333334,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.4,39
165,24,20,0,3.4166666666666665,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,-0.4,39
302,1,5,1,12.716666666666667,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.767805115408609,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,-0.5,39
82,26,17,0,15.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.767805115408609,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,-0.6,39
500,24,20,0,21.766666666666666,3.0,7.0,0.429,1.0,3.0,0.333,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,7.0,-18.0,-0.9,39
407,19,27,1,3.6166666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.767805115408609,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,-1.1,39
560,14,25,1,26.766666666666666,0.0,8.0,0.0,0.0,4.0,0.0,2.0,4.0,0.5,0.0,2.0,2.0,7.0,1.0,0.0,2.0,3.0,2.0,5.0,-1.1,39
96,27,19,0,4.85,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.0,-1.2,39
215,10,28,1,4.85,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,-1.4,39
52,17,26,1,1.4833333333333334,0.0,0.0,0.4591329486142762,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.4,39
573,18,13,0,23.9,1.0,5.0,0.2,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,2.0,4.0,6.0,1.0,0.0,0.0,2.0,4.0,2.0,-1.0,-1.4,39
312,22,0,0,10.05,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,-9.0,-1.7,39
477,17,26,1,7.916666666666667,0.0,2.0,0.0,0.0,0.0,0.3319796870232335,0.0,0.0,0.767805115408609,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.2,39
570,24,20,0,4.483333333333333,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-2.2,39
339,28,10,0,19.133333333333333,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.767805115408609,0.0,1.0,1.0,2.0,0.0,1.0,8.0,1.0,0.0,-27.0,-10.2,39
19,10,28,0,38.15,12.0,19.0,0.632,1.0,3.0,0.333,6.0,8.0,0.75,3.0,5.0,8.0,14.0,2.0,5.0,3.0,4.0,31.0,3.0,36.0,40
154,5,11,1,34.483333333333334,16.0,27.0,0.593,4.0,10.0,0.4,7.0,9.0,0.778,3.0,6.0,9.0,6.0,0.0,0.0,3.0,2.0,43.0,22.0,34.0,40
145,21,3,1,34.46666666666667,12.0,17.0,0.706,3.0,7.0,0.429,10.0,10.0,1.0,2.0,4.0,6.0,5.0,1.0,0.0,2.0,3.0,37.0,7.0,33.8,40
429,7,6,0,37.0,10.0,24.0,0.417,3.0,10.0,0.3,6.0,7.0,0.857,4.0,16.0,20.0,13.0,1.0,2.0,2.0,2.0,29.0,-1.0,32.1,40
320,12,15,0,30.4,12.0,21.0,0.571,3.0,6.0,0.5,9.0,10.0,0.9,0.0,7.0,7.0,2.0,3.0,0.0,1.0,1.0,36.0,8.0,30.8,40
30,6,7,1,32.416666666666664,13.0,23.0,0.565,2.0,4.0,0.5,4.0,5.0,0.8,4.0,9.0,13.0,4.0,1.0,2.0,0.0,2.0,32.0,5.0,30.6,40
337,16,29,0,31.016666666666666,12.0,15.0,0.8,5.0,6.0,0.833,1.0,2.0,0.5,0.0,4.0,4.0,5.0,3.0,0.0,1.0,2.0,30.0,13.0,29.8,40
488,6,7,1,34.85,12.0,14.0,0.857,4.0,5.0,0.8,0.0,0.0,0.767805115408609,0.0,3.0,3.0,10.0,0.0,0.0,0.0,4.0,28.0,9.0,29.3,40
39,15,12,1,31.633333333333333,10.0,17.0,0.588,5.0,8.0,0.625,2.0,2.0,1.0,3.0,11.0,14.0,3.0,2.0,2.0,1.0,0.0,27.0,33.0,29.0,40
264,5,11,1,30.783333333333335,10.0,13.0,0.769,4.0,5.0,0.8,3.0,3.0,1.0,5.0,6.0,11.0,4.0,1.0,0.0,2.0,3.0,27.0,23.0,27.8,40
399,2,4,1,36.05,13.0,24.0,0.542,7.0,11.0,0.636,2.0,4.0,0.5,2.0,5.0,7.0,4.0,2.0,0.0,2.0,3.0,35.0,18.0,27.1,40
234,0,8,0,37.68333333333333,9.0,17.0,0.529,4.0,8.0,0.5,7.0,8.0,0.875,3.0,10.0,13.0,7.0,0.0,0.0,4.0,5.0,29.0,6.0,24.3,40
362,28,10,1,37.3,9.0,17.0,0.529,2.0,3.0,0.667,9.0,11.0,0.818,2.0,6.0,8.0,0.0,1.0,0.0,0.0,1.0,29.0,5.0,23.7,40
439,15,12,1,31.9,12.0,18.0,0.667,6.0,10.0,0.6,0.0,0.0,0.767805115408609,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,30.0,33.0,23.3,40
507,7,6,0,38.88333333333333,11.0,15.0,0.733,4.0,6.0,0.667,2.0,2.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,28.0,-10.0,23.2,40
104,23,13,1,33.833333333333336,10.0,19.0,0.526,8.0,14.0,0.571,0.0,0.0,0.767805115408609,1.0,3.0,4.0,5.0,2.0,0.0,2.0,2.0,28.0,12.0,23.0,40
372,13,23,0,31.55,15.0,26.0,0.577,3.0,8.0,0.375,5.0,5.0,1.0,0.0,11.0,11.0,5.0,0.0,0.0,9.0,2.0,38.0,-25.0,22.8,40
70,29,16,1,35.56666666666667,11.0,21.0,0.524,4.0,11.0,0.364,2.0,3.0,0.667,0.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,28.0,3.0,22.6,40
128,15,12,1,31.033333333333335,6.0,6.0,1.0,4.0,4.0,1.0,0.0,0.0,0.767805115408609,1.0,2.0,3.0,12.0,2.0,0.0,2.0,5.0,16.0,37.0,21.9,40
432,3,21,0,34.483333333333334,9.0,13.0,0.692,1.0,2.0,0.5,1.0,2.0,0.5,4.0,7.0,11.0,5.0,2.0,0.0,2.0,4.0,20.0,12.0,20.9,40
390,3,21,0,35.63333333333333,7.0,16.0,0.438,2.0,7.0,0.286,5.0,6.0,0.833,2.0,4.0,6.0,4.0,2.0,3.0,0.0,3.0,21.0,5.0,20.5,40
339,28,10,1,37.06666666666667,8.0,14.0,0.571,2.0,6.0,0.333,10.0,12.0,0.833,0.0,4.0,4.0,8.0,1.0,0.0,6.0,5.0,28.0,3.0,20.4,40
71,8,0,1,38.13333333333333,7.0,15.0,0.467,0.0,4.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,8.0,6.0,3.0,6.0,1.0,18.0,6.0,20.0,40
388,29,16,1,29.25,11.0,16.0,0.688,0.0,1.0,0.0,0.0,0.0,0.767805115408609,6.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,22.0,-3.0,19.9,40
29,21,3,1,33.833333333333336,8.0,15.0,0.533,2.0,5.0,0.4,4.0,6.0,0.667,2.0,7.0,9.0,3.0,0.0,2.0,1.0,0.0,22.0,25.0,19.9,40
455,11,5,0,31.25,11.0,21.0,0.524,0.0,3.0,0.0,4.0,6.0,0.667,5.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,26.0,-21.0,19.6,40
27,15,12,1,32.016666666666666,9.0,14.0,0.643,2.0,3.0,0.667,2.0,2.0,1.0,2.0,7.0,9.0,3.0,0.0,3.0,3.0,3.0,22.0,32.0,19.3,40
26,11,5,0,32.5,7.0,11.0,0.636,2.0,2.0,1.0,5.0,6.0,0.833,1.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,21.0,-16.0,19.1,40
107,6,7,1,33.43333333333333,10.0,19.0,0.526,1.0,3.0,0.333,3.0,4.0,0.75,0.0,8.0,8.0,2.0,2.0,1.0,2.0,1.0,24.0,13.0,18.4,40
232,8,0,1,32.31666666666667,9.0,12.0,0.75,0.0,0.0,0.3319796870232335,3.0,4.0,0.75,6.0,5.0,11.0,0.0,0.0,0.0,3.0,1.0,21.0,3.0,18.1,40
565,21,3,1,30.3,6.0,8.0,0.75,1.0,2.0,0.5,4.0,6.0,0.667,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,17.0,-1.0,18.0,40
426,0,8,0,35.28333333333333,10.0,19.0,0.526,6.0,10.0,0.6,0.0,0.0,0.767805115408609,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,26.0,4.0,17.9,40
333,10,28,0,40.333333333333336,10.0,25.0,0.4,2.0,7.0,0.286,10.0,12.0,0.833,0.0,9.0,9.0,5.0,0.0,0.0,5.0,3.0,32.0,-8.0,17.7,40
21,10,28,0,37.21666666666667,8.0,16.0,0.5,0.0,3.0,0.0,7.0,9.0,0.778,3.0,5.0,8.0,3.0,0.0,2.0,2.0,4.0,23.0,-8.0,17.7,40
178,21,3,1,32.333333333333336,11.0,18.0,0.611,0.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,6.0,2.0,2.0,1.0,5.0,1.0,25.0,-8.0,17.7,40
149,23,13,1,32.93333333333333,15.0,26.0,0.577,2.0,7.0,0.286,1.0,3.0,0.333,0.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,33.0,22.0,17.4,40
